sequence,frameType,bytes,encodeMs,latencyMs
136,Keyframe,9506,0.677,357.070
137,Delta,1380,0.600,320.974
138,Delta,2431,0.631,290.774
139,Delta,1837,0.605,419.034
140,Delta,1908,0.647,385.889
141,Delta,1888,0.599,350.060
142,Delta,2751,0.705,319.831
143,Delta,2124,0.623,286.966
144,Delta,2114,0.607,252.658
145,Delta,2186,0.596,217.285
146,Delta,2675,0.694,186.140
147,Delta,2038,0.593,337.101
148,Delta,1830,0.635,304.574
149,Delta,1722,0.586,267.350
150,Delta,2587,0.605,236.703
151,Keyframe,9660,0.745,203.816
152,Delta,1352,0.575,171.026
153,Delta,2467,0.678,133.705
154,Delta,1635,0.722,103.451
155,Delta,1671,0.627,70.587
156,Delta,2186,0.629,57.406
157,Delta,2994,0.680,60.337
158,Delta,1972,0.597,65.922
159,Delta,2004,0.637,319.130
160,Delta,1850,0.664,286.202
161,Delta,2817,0.720,249.377
162,Delta,1965,0.640,219.153
163,Delta,1975,0.596,186.322
164,Delta,1877,0.670,152.491
165,Delta,2888,0.684,116.396
166,Keyframe,9771,0.739,288.849
167,Delta,1381,0.612,256.052
168,Delta,2445,0.661,222.811
169,Delta,1922,0.649,187.264
170,Delta,1919,0.635,156.119
171,Delta,2066,0.632,122.646
172,Delta,2661,0.621,90.004
173,Delta,2132,0.782,52.755
174,Delta,1961,0.680,62.571
175,Delta,1968,0.723,336.614
176,Delta,2473,0.712,303.132
177,Delta,2028,0.598,266.597
178,Delta,1963,0.574,236.560
179,Delta,1968,0.598,203.327
180,Delta,2637,0.717,169.370
181,Keyframe,9688,0.609,400.746
182,Delta,1434,0.594,370.567
183,Delta,2561,0.626,336.290
184,Delta,1727,0.738,302.926
185,Delta,1677,0.615,267.469
186,Delta,1569,0.592,237.718
187,Delta,2329,0.694,203.120
188,Delta,2249,0.639,170.112
189,Delta,2120,0.606,133.782
190,Delta,2109,0.619,103.937
191,Delta,2449,0.717,68.565
192,Delta,1926,0.621,66.935
193,Delta,1713,0.696,320.348
194,Delta,2101,0.600,290.212
195,Delta,2496,0.591,
196,Keyframe,10117,0.589,427.702
197,Delta,1487,0.617,390.678
198,Delta,2383,0.544,360.146
199,Delta,1776,0.574,471.392
200,Delta,1853,0.597,438.291
201,Delta,1733,0.589,401.011
202,Delta,2461,0.569,371.426
203,Delta,1799,0.593,337.392
204,Delta,1762,0.537,304.036
205,Delta,2127,0.557,268.714
206,Delta,2455,0.611,237.558
207,Delta,2180,0.537,204.131
208,Delta,1939,0.575,171.615
209,Delta,1859,0.563,133.794
210,Delta,2820,0.634,103.830
211,Keyframe,9901,0.593,70.463
212,Delta,1324,0.634,55.022
213,Delta,2267,0.634,59.844
214,Delta,1817,0.727,67.433
215,Delta,1811,0.687,69.050
216,Delta,2418,0.643,67.322
217,Delta,2588,0.638,64.338
218,Delta,2539,0.691,59.447
219,Delta,2346,0.667,69.484
220,Delta,2201,0.639,66.784
221,Delta,2502,0.635,320.877
222,Delta,2097,0.663,291.017
223,Delta,2441,0.663,257.363
224,Delta,1837,0.590,386.641
225,Delta,2322,0.627,350.864
226,Keyframe,9660,0.595,503.502
227,Delta,1475,0.563,604.165
228,Delta,2580,0.582,733.746
229,Delta,2012,0.721,697.649
230,Delta,1986,0.803,
231,Delta,2171,0.679,
232,Delta,2777,0.788,
233,Delta,2308,0.641,
234,Delta,2460,0.583,
235,Delta,2294,0.834,
236,Delta,2458,0.680,
237,Delta,1803,0.621,
238,Delta,2289,1.024,
239,Delta,2039,0.704,
240,Delta,2204,1.024,
241,Keyframe,9108,0.634,532.409
242,Delta,1365,0.647,
243,Delta,2243,0.636,
244,Delta,1747,0.606,
245,Delta,1633,0.622,
246,Delta,2145,0.710,
247,Delta,2307,0.709,
248,Delta,2035,0.577,
249,Delta,1895,0.566,
250,Delta,1722,0.654,
251,Delta,2309,0.625,
252,Delta,2102,0.639,
253,Delta,1984,0.549,
254,Delta,1970,0.740,
255,Delta,2626,0.668,
256,Keyframe,8975,0.846,253.481
257,Delta,1717,0.601,218.032
258,Delta,2364,0.536,186.048
259,Delta,1792,0.614,153.119
260,Delta,1856,0.887,119.732
261,Delta,1797,0.572,83.762
262,Delta,2477,0.629,52.950
263,Delta,1886,0.623,61.053
264,Delta,1912,0.757,68.056
265,Delta,1950,0.604,65.505
266,Delta,2344,0.824,
267,Delta,1895,0.688,
268,Delta,1785,0.813,
269,Delta,1906,0.621,
270,Delta,2203,0.717,
271,Keyframe,8872,0.714,71.732
272,Delta,1769,0.754,68.752
273,Delta,2297,0.682,62.780
274,Delta,1728,0.997,58.542
275,Delta,1711,0.639,70.497
276,Delta,2062,0.823,66.197
277,Delta,2598,0.629,64.855
278,Delta,1912,0.617,68.524
279,Delta,1932,0.902,55.279
280,Delta,1943,0.849,61.649
281,Delta,2569,0.680,
282,Delta,1969,0.633,
283,Delta,1994,0.597,
284,Delta,1957,0.807,
285,Delta,2440,0.682,
286,Keyframe,9091,0.849,67.364
287,Delta,1540,0.686,69.333
288,Delta,2070,0.848,323.575
289,Delta,1729,0.659,287.881
290,Delta,1723,0.785,257.482
291,Delta,1925,0.781,223.775
292,Delta,2249,0.615,191.771
293,Delta,1923,0.630,154.364
294,Delta,1878,0.733,124.659
295,Delta,1979,0.693,91.664
296,Delta,2301,0.654,57.831
297,Delta,1837,0.657,
298,Delta,1858,0.902,
299,Delta,1804,0.613,
300,Delta,2167,0.621,
301,Keyframe,8709,0.638,
