sequence,frameType,bytes,encodeMs,latencyMs
809,Delta,1782,0.728,0.241
810,Delta,2462,0.762,0.158
811,Keyframe,8602,0.847,0.491
812,Delta,1518,0.770,0.157
813,Delta,1794,0.915,0.140
814,Delta,1549,1.080,0.184
815,Delta,1488,0.684,0.147
816,Delta,1834,0.810,0.169
817,Delta,2458,0.692,0.156
818,Delta,1761,0.868,0.155
819,Delta,1701,0.980,0.322
820,Delta,1730,0.593,0.301
821,Delta,2302,0.830,0.156
822,Delta,1746,0.859,0.149
823,Delta,1839,0.768,0.437
824,Delta,1763,0.551,0.179
825,Delta,2265,0.750,0.143
826,Keyframe,8640,0.819,0.536
827,Delta,1461,1.215,0.241
828,Delta,2053,0.954,0.158
829,Delta,1557,0.859,0.212
830,Delta,1688,0.980,0.139
831,Delta,1810,1.148,0.211
832,Delta,2225,0.729,0.158
833,Delta,2295,0.662,0.134
834,Delta,2033,0.843,0.171
835,Delta,2076,0.736,0.153
836,Delta,2565,0.583,0.302
837,Delta,2303,0.795,0.157
838,Delta,2085,1.088,0.240
839,Delta,1918,1.083,0.237
840,Delta,2464,0.660,0.167
841,Keyframe,8438,0.804,0.248
842,Delta,1563,0.871,0.171
843,Delta,1960,0.826,0.185
844,Delta,1644,1.306,0.184
845,Delta,2028,0.660,0.166
846,Delta,1726,0.783,0.182
847,Delta,2380,0.662,0.157
848,Delta,1829,0.654,0.141
849,Delta,1817,0.840,0.252
850,Delta,1773,0.883,0.469
851,Delta,2536,0.899,0.249
852,Delta,1828,0.812,0.370
853,Delta,1927,1.320,0.200
854,Delta,1829,0.860,0.142
855,Delta,2359,0.793,0.577
856,Keyframe,9398,0.945,0.354
857,Delta,1574,0.618,0.141
858,Delta,2106,0.777,0.141
859,Delta,1821,1.002,0.323
860,Delta,1903,0.697,0.142
861,Delta,1939,0.914,0.797
862,Delta,2793,0.749,0.311
863,Delta,2233,0.735,0.196
864,Delta,2176,0.790,0.340
865,Delta,2244,0.993,0.222
866,Delta,2722,0.791,0.169
867,Delta,2262,0.737,0.148
868,Delta,2202,0.733,0.154
869,Delta,2068,0.781,0.166
870,Delta,2704,0.760,0.218
871,Keyframe,8824,0.612,0.289
872,Delta,1634,0.860,0.134
873,Delta,2137,0.836,0.152
874,Delta,1645,0.659,0.170
875,Delta,2200,1.002,0.170
876,Delta,1932,0.742,0.144
877,Delta,2550,0.633,0.136
878,Delta,1920,0.773,0.149
879,Delta,1976,0.896,0.152
880,Delta,1935,0.615,0.194
881,Delta,2583,0.776,0.159
882,Delta,1943,0.886,0.196
883,Delta,2005,0.948,0.575
884,Delta,1911,0.739,0.178
885,Delta,2593,0.789,0.222
886,Keyframe,10172,0.929,0.381
887,Delta,1444,0.721,0.162
888,Delta,2271,0.651,0.145
889,Delta,1617,0.812,0.174
890,Delta,2155,1.492,0.170
891,Delta,1986,0.704,0.139
892,Delta,2768,0.546,0.151
893,Delta,2010,0.643,0.153
894,Delta,1969,0.892,0.401
895,Delta,2065,0.918,0.164
896,Delta,2889,1.095,0.394
897,Delta,2230,1.030,0.179
898,Delta,2171,0.939,0.228
899,Delta,2002,0.879,0.191
900,Delta,2813,0.589,0.151
