sequence,frameType,bytes,encodeMs,latencyMs
84,Delta,2204,0.710,
85,Delta,2182,0.627,
86,Delta,2781,0.670,
87,Delta,2031,0.619,
88,Delta,2062,0.606,
89,Delta,2383,0.572,
90,Delta,2853,0.635,
91,Keyframe,10210,0.557,125.221
92,Delta,1739,0.611,124.240
93,Delta,2475,0.579,106.968
94,Delta,2597,1.048,110.738
95,Delta,2251,0.797,109.910
96,Delta,2374,0.677,105.525
97,Delta,2947,1.195,121.212
98,Delta,2413,1.187,121.899
99,Delta,2423,0.633,108.669
100,Delta,2404,0.606,104.306
101,Delta,3048,0.675,
102,Delta,2455,0.638,
103,Delta,2665,0.653,
104,Delta,2317,0.622,
105,Delta,3087,0.594,
106,Keyframe,10192,0.829,138.266
107,Delta,1624,0.697,108.499
108,Delta,2846,0.698,126.149
109,Delta,2198,0.693,124.952
110,Delta,2140,0.779,104.556
111,Delta,2348,0.738,114.447
112,Delta,2735,0.648,102.682
113,Delta,2258,0.924,110.529
114,Delta,2161,0.699,102.780
115,Delta,2045,0.672,125.443
116,Delta,2592,0.707,103.440
117,Delta,2519,0.811,
118,Delta,2126,0.835,
119,Delta,2163,0.858,
120,Delta,3002,0.771,
121,Keyframe,9848,0.825,140.214
122,Delta,1575,0.522,109.332
123,Delta,2408,0.535,117.620
124,Delta,1900,0.581,463.990
125,Delta,1480,0.625,435.254
126,Delta,2129,0.547,404.228
127,Delta,3054,0.613,372.138
128,Delta,1794,0.582,322.545
129,Delta,1812,0.669,294.398
130,Delta,1826,0.846,263.238
131,Delta,3071,0.610,231.726
132,Delta,1862,0.539,197.039
133,Delta,1993,0.747,169.237
134,Delta,1827,0.745,137.684
135,Delta,2427,0.618,107.389
136,Keyframe,9506,0.660,121.856
137,Delta,1380,0.567,123.526
138,Delta,2431,0.846,103.895
139,Delta,1837,0.774,108.167
140,Delta,1908,0.601,104.158
141,Delta,1888,0.631,110.774
142,Delta,2751,0.787,124.355
143,Delta,2124,0.576,126.381
144,Delta,2114,0.580,102.559
145,Delta,2186,0.617,115.364
146,Delta,2675,0.663,109.817
147,Delta,2038,0.839,
148,Delta,1830,0.872,
149,Delta,1722,0.638,
150,Delta,2587,0.701,
151,Keyframe,9660,0.913,139.054
152,Delta,1352,0.646,105.115
153,Delta,2467,0.673,457.504
154,Delta,1635,0.684,426.438
155,Delta,1671,0.604,380.390
156,Delta,2186,0.646,346.812
157,Delta,2994,0.853,318.088
158,Delta,1972,0.670,286.961
159,Delta,2004,0.618,458.521
160,Delta,1850,0.637,424.934
161,Delta,2817,0.614,397.434
162,Delta,1965,0.661,351.626
163,Delta,1975,0.662,321.170
164,Delta,1877,0.703,287.506
165,Delta,2888,0.701,258.487
166,Keyframe,9771,0.655,
167,Delta,1381,0.659,
168,Delta,2445,0.643,
169,Delta,1922,0.672,
170,Delta,1919,0.725,
171,Delta,2066,0.683,
172,Delta,2661,0.650,
173,Delta,2132,0.654,
174,Delta,1961,0.835,
175,Delta,1968,0.711,
176,Delta,2473,0.716,
177,Delta,2028,0.624,
178,Delta,1963,0.732,
179,Delta,1968,0.689,
180,Delta,2637,0.661,
181,Keyframe,9688,0.743,114.283
182,Delta,1434,1.034,124.670
183,Delta,2561,0.795,124.441
184,Delta,1727,0.708,104.622
185,Delta,1677,0.835,119.143
186,Delta,1569,0.719,110.418
187,Delta,2329,0.632,109.574
188,Delta,2249,0.656,102.465
189,Delta,2120,0.666,122.044
190,Delta,2109,0.648,109.299
191,Delta,2449,0.683,
192,Delta,1926,0.601,
193,Delta,1713,0.742,
194,Delta,2101,0.578,
195,Delta,2496,0.572,
196,Keyframe,10117,0.712,110.424
197,Delta,1487,0.690,123.785
198,Delta,2383,0.751,108.679
199,Delta,1776,0.650,103.637
200,Delta,1853,0.736,106.684
201,Delta,1733,1.010,105.990
202,Delta,2461,0.677,
203,Delta,1799,0.916,
204,Delta,1762,0.609,
205,Delta,2127,0.602,
206,Delta,2455,0.604,
207,Delta,2180,0.581,
208,Delta,1939,0.607,
209,Delta,1859,0.888,
210,Delta,2820,1.307,
211,Keyframe,9901,0.588,109.704
212,Delta,1324,0.545,441.842
213,Delta,2267,0.609,397.604
214,Delta,1817,0.852,366.357
215,Delta,1811,0.694,335.177
216,Delta,2418,0.633,301.198
217,Delta,2588,0.578,
218,Delta,2539,0.599,
219,Delta,2346,0.601,
220,Delta,2201,0.644,
221,Delta,2502,0.665,
222,Delta,2097,0.712,
223,Delta,2441,1.025,
224,Delta,1837,0.669,
225,Delta,2322,0.668,
226,Keyframe,9660,0.852,
227,Delta,1475,0.818,
228,Delta,2580,0.681,
229,Delta,2012,0.679,
230,Delta,1986,0.647,
231,Delta,2171,0.649,
232,Delta,2777,0.680,
233,Delta,2308,0.644,
234,Delta,2460,0.696,
235,Delta,2294,0.642,
236,Delta,2458,0.610,
237,Delta,1803,0.654,
238,Delta,2289,0.596,
239,Delta,2039,0.604,
240,Delta,2204,0.546,
241,Keyframe,9108,0.707,104.167
242,Delta,1365,0.532,101.054
243,Delta,2243,0.579,132.368
244,Delta,1747,0.650,105.389
245,Delta,1633,0.552,103.517
246,Delta,2145,0.606,
247,Delta,2307,0.609,
248,Delta,2035,0.961,
249,Delta,1895,0.562,
250,Delta,1722,0.573,
251,Delta,2309,0.593,
252,Delta,2102,0.622,
253,Delta,1984,0.584,
254,Delta,1970,0.631,
255,Delta,2626,0.585,
256,Keyframe,8975,0.647,112.695
257,Delta,1717,0.593,443.547
258,Delta,2364,0.620,410.478
259,Delta,1792,0.690,376.564
260,Delta,1856,0.618,339.730
261,Delta,1797,0.664,310.962
262,Delta,2477,0.683,276.036
263,Delta,1886,0.590,243.650
264,Delta,1912,0.598,207.122
265,Delta,1950,0.587,
266,Delta,2344,0.636,
267,Delta,1895,0.606,
268,Delta,1785,0.620,
269,Delta,1906,0.843,
270,Delta,2203,2.296,
271,Keyframe,8872,1.153,171.264
272,Delta,1769,0.693,139.703
273,Delta,2297,0.675,112.112
274,Delta,1728,0.695,109.032
275,Delta,1711,0.875,118.834
276,Delta,2062,0.631,123.760
277,Delta,2598,0.682,
278,Delta,1912,0.631,
279,Delta,1932,0.691,
280,Delta,1943,0.660,
281,Delta,2569,0.736,
282,Delta,1969,0.729,
283,Delta,1994,0.641,
284,Delta,1957,0.671,
285,Delta,2440,0.636,
286,Keyframe,9091,0.808,108.924
287,Delta,1540,0.600,122.126
288,Delta,2070,0.610,122.505
289,Delta,1729,0.729,100.693
290,Delta,1723,1.079,
291,Delta,1925,0.807,
292,Delta,2249,0.670,
293,Delta,1923,0.631,
294,Delta,1878,1.038,
295,Delta,1979,0.994,
296,Delta,2301,0.869,
297,Delta,1837,0.674,
298,Delta,1858,0.695,
299,Delta,1804,0.608,
300,Delta,2167,0.692,
